,name,address,budget,genre
27574,焼肉べこ六 王道 立川店,東京都立川市錦町１‐３‐１２　１Ｆ,B008,G008
27575,焼肉ぼっち,東京都足立区西新井１－２５－３,B008,G008
27576,焼肉HODORI,東京都世田谷区用賀２-28-19,B005,G008
27577,焼肉ホルモン アポロン 神田駿河台,東京都千代田区神田駿河台３-7-12　くるみビル,B008,G008
27578,上田屋 両国清澄通り店,東京都墨田区両国４丁目３８－１２両国サンハイツ１F,B008,G008
27579,焼肉ホルモン うしひろ 渋谷店,東京都渋谷区宇田川町３７-１２　眞砂ビル地下1階,B004,G008
27580,焼肉ホルモン おいで屋 田無北口駅前店,東京都西東京市田無町４－２７－８　センチピードビル２階,B002,G008
27581,焼肉 からし亭 新高円寺店,東京都杉並区高円寺南３-4-2,B002,G008
27582,焼肉ホルモン 神田商店 町田店,東京都町田市原町田６-２１-１８,B002,G008
27583,焼肉ホルモン 牛繁 曳舟店,東京都墨田区京島１-2-2-1F,B002,G008
27584,牛坊 菊川店,東京都墨田区菊川２-5-10,B003,G008
27585,金丸 KINMARU,東京都大田区蒲田５-18-10　大潮ビル1F,B003,G008
27586,焼肉ホルモン 在市 西新橋店,東京都港区西新橋１-12-6,B004,G008
27587,焼肉ホルモン 在市 浜松町店,東京都港区浜松町２－１－６アドシス７階,B008,G008
27588,焼肉ホルモン すみのや,東京都品川区旗の台５丁目７－９,B008,G008
27589,焼肉ホルモン　たけ田　青砥店,東京都葛飾区青戸３-31-8　青松ビル2F,B003,G008
27590,焼肉 大将 上野本店,東京都台東区上野６－４－１９　１F,B002,G008
27591,焼肉ホルモン にくもと,東京都世田谷区経堂１-4-9 2F,B008,G008
27592,焼肉ホルモン ばんから 新宿東口店,東京都新宿区歌舞伎町１-13-9 TC第13ビル 1F,B003,G008
27593,焼肉ホルモン フジビーフ,東京都小金井市本町５-１８-５　第55東京ビル B1F,B008,G008
27594,焼肉ホルモン ぼんず 池袋本館 ,東京都豊島区西池袋１-35-2 明徳ビル 1F,B008,G008
27595,焼肉ホルモン やしち,東京都町田市金森東１-11-41,B003,G008
27596,焼肉ホルモン うしひろ 新橋店,東京都港区新橋２-9-13　佐々木店舗2F,B008,G008
27597,焼肉ホルモン えびす亭 本店,東京都新宿区新宿２丁目3ー11中根ビル１階,B008,G008
27598,焼肉ホルモン 木じま 五反野店,東京都足立区足立４-38-10 はるテラス1階西号室,B003,G008
27599,永和-TOWA 新宿西口店,東京都新宿区西新宿１-19-2 シルバービル４F,B002,G008
27600,焼肉ホルモン 10,東京都江戸川区一之江４-10-13-1F,B004,G008
27601,焼肉ホルモンたけ田 高田馬場店,東京都新宿区高田馬場２-18-11 稲門ビルB1F,B002,G008
27602,焼肉ホルモン たけ田 池袋店,東京都豊島区南池袋１-19-2 後藤ビルB1,B002,G008
27603,焼肉ホルモンたけ田 立川南口店,東京都立川市柴崎町３丁目3-2 立川ステーションフロントビル 2階,B002,G008
27604,焼肉 ホルモン 伊達のくら,東京都中央区日本橋人形町２-11-5,B003,G008
27605,いくどん 渋谷店,東京都渋谷区道玄坂２－２５－１０　ベニービル２Ｆ,B003,G008
27606,焼肉 ホルモン CHINTAN,東京都港区赤坂３-19-9 オレンジボックスビル 2F,B004,G008
27607,焼肉ホルモン とんり,東京都江東区扇橋２-5-6,B008,G008
27608,焼肉ホルモンとんり 本郷三丁目店,東京都文京区本郷４‐2‐5　光山ビル2階,B003,G008
27609,焼肉ホルモン ねりまや,東京都練馬区田柄５-14-11 高山ビル1F,B004,G008
27610,焼肉ホルモン マーク松岡,東京都目黒区青葉台１-30-11 土屋ビルディング2Ｆ,B004,G008
27611,焼肉ホルモンもつ鍋 しんちゃん 四ツ谷店,東京都新宿区四谷２-3-6,B003,G008
27612,焼肉ホルモン焼き 八芳亭,東京都府中市若松町２－７－１,B008,G008
27613,焼肉 ぽんがLA 代々木八幡,東京都渋谷区富ヶ谷１丁目51-12 小塚ビル1F,B004,G008
27614,焼肉ホルモン ぼんず 赤坂本店,東京都港区赤坂３丁目１０－１９　第二対翠館ビル１F,B008,G008
27615,焼肉 Mountain ファイブ,東京都小金井市本町５‐10‐18,B008,G008
27616,焼肉丸苑,東京都中央区東日本橋３-2-2,B004,G008
27617,やきにくマルキン,東京都足立区辰沼２-4-16,B002,G008
27618,焼肉MARUGO,東京都千代田区丸の内３丁目２-３二重橋スクエア地下1階,B004,G008
27619,焼肉まるで,東京都渋谷区宇田川町13-8ちとせ会館2F,B008,G008
27620,やきにく 萬舌,東京都品川区東大井５丁目15-1ソシアルビル1F,B004,G008
27621,焼肉Meat it 闘牛門 新館,東京都町田市原町田６丁目19-15大星ビル2階,B004,G008
27622,焼肉ミートくん,東京都小金井市本町５-17-4,B003,G008
27623,焼肉 美かさ,東京都千代田区内神田２丁目１５－３ カームステージ内神田 1階,B004,G008
27624,YAKINIKU MITSUKUNI 焼肉 ミツクニ 光肉,東京都港区西麻布３-1-20 Dear4F,B005,G008
27625,焼肉美濃,東京都府中市四谷６丁目25-1 1F,B002,G008
27626,焼肉銘菜 星遊山,東京都港区東新橋１－５－２　汐留シティセンター４１Ｆ,B005,G008
27627,焼肉名門 練馬,東京都練馬区豊玉北５-18-7,B003,G008
27628,焼肉もとやま 新宿店,東京都新宿区西新宿７‐１０‐１２　ダイハンビルデンス２Ｆ,B004,G008
27629,焼肉もとやま 上野本店,東京都台東区上野５-22-8 笹本ビルB1F,B004,G008
27630,焼肉もとやま 恵比寿店,東京都渋谷区恵比寿西１-7-15 エビスKATOHビル2F,B004,G008
27631,焼肉や 吉祥寺店,東京都武蔵野市吉祥寺本町１-10-3古城会館３階,B008,G008
27632,焼肉屋 にくはち 荻窪南口店,東京都杉並区荻窪５-27-8 荻窪タイガープラザ3ビル B1F,B008,G008
27633,焼肉屋 YAZAWA,東京都世田谷区北沢２－１０－１２,B003,G008
27634,焼肉 やいち2.0 ツーオー,東京都台東区上野５-26-6桂ビルB１F,B004,G008
27635,焼肉屋さかい 新宿歌舞伎町店,東京都新宿区歌舞伎町１－１７－１２　第1浅川ビル４Ｆ,B002,G008
27636,焼肉屋さかい 羽村店,東京都羽村市緑ケ丘１-5-13,B002,G008
27637,焼肉家 山水苑,東京都港区港南２－１４－１０　品川駅前港南ビル２F,B004,G008
27638,やきにくやさん 町田店,東京都町田市忠生３-1-1,B002,G008
27639,焼肉やっぱ。 中野新橋本店,東京都中野区弥生町２－１９－１６　弥生ペガサスビル２F ,B008,G008
27640,焼肉やっぱ。中野新橋駅前店,東京都中野区弥生町２-22-1 武田ビル1階,B008,G008
27641,焼肉やまと 町田店,東京都町田市原町田４-5-7なるとやビル２F,B008,G008
27642,焼肉山本,東京都江戸川区南小岩３-25-12,,G008
27643,焼肉 やまや 神保町店,東京都千代田区神田小川町３-10-14 新駿河台ビル1F,B002,G008
27644,焼肉屋マルキ,東京都世田谷区北沢２－１４－１０　阿部ビル　２階,B002,G008
27645,マルキ市場 八王子店,東京都八王子市旭町７－７－Ｂ１Ｆ,B002,G008
27646,焼肉屋マルキ市場 NEXT 町田店,東京都町田市原町田４丁目１－１０　フジモトビル地下1階,B002,G008
27647,焼肉屋マルキ市場 千歳烏山店,東京都世田谷区南烏山５丁目19番13号２Ｆ,B002,G008
27648,焼肉屋 マルキ市場 中野店,東京都中野区中野５－５５－１　ＲＧビルＢ１Ｆ,B002,G008
27649,焼肉屋マルキ市場 武蔵小山店,東京都品川区小山３丁目24番2号２Ｆ,B002,G008
27650,焼肉 陽山道 上野駅前店,東京都台東区上野６-8-16,B004,G008
27651,焼肉 陽山道 上野広小路店,東京都台東区上野４－４－４　上野広小路２０００ビル８・９Ｆ,B004,G008
27652,焼肉 陽山道 上野本店,東京都台東区上野６－５－３,B004,G008
27653,焼肉 陽山道 篠崎店,東京都江戸川区篠崎町２-6-10,B004,G008
27654,焼肉 陽山道 パルコヤ上野店,東京都台東区上野３-24-6 パルコヤ上野 6F,,G008
27655,焼肉よいん,東京都渋谷区恵比寿西１-8-10 木村ビル3F,B005,G008
27656,焼肉 よし,東京都足立区東和５-9-22,B003,G008
27657,焼肉ライク　渋谷道玄坂店,東京都渋谷区道玄坂２丁目16番3 高葉屋ビル,B011,G008
27658,焼肉ライク 新宿南口店,東京都新宿区西新宿１丁目19番11,B011,G008
27659,焼肉 らくがき,東京都渋谷区神山町17-5,B004,G008
27660,焼肉ラッキー,東京都多摩市永山１－５　ベルブ永山2F,B002,G008
27661,焼肉 竜元 上板橋店,東京都板橋区常盤台４-２９-６　内室マンション１０１,B003,G008
27662,大昌園 千歳烏山,東京都世田谷区南烏山５-12-7橘花ビル１F,B008,G008
27663,焼肉冷麺てっちゃん 中目黒,東京都目黒区青葉台１-28-3 エルアルカサル中目黒1階,B003,G008
27664,焼肉レストラン アリラン,東京都足立区佐野２-32-5,B003,G008
27665,安楽亭 足立加平店,東京都足立区西加平１-１-１,B002,G008
27666,安楽亭 亀有店,東京都葛飾区亀有５－４３－８,B002,G008
27667,安楽亭 八王子中野上町店,東京都八王子市中野上町４-２２-１８,B002,G008
27668,焼肉 三宝苑,東京都中野区野方５-19-10,B008,G008
27669,安楽亭 八王子上柚木店,東京都八王子市上柚木1816-3 ,B001,G008
27670,勝どき徳寿,東京都中央区勝どき２-１０－４,B008,G008
27671,焼肉レストラン カルネ 小作,東京都羽村市小作台１－１１－６ NTKビル103,B003,G008
27672,焼肉レストラン ロインズ 東大和,東京都東大和市狭山５-1642-2,B008,G008
27673,焼肉六区,東京都渋谷区西原３‐２-４　フロンティア代々木上原2Ｆ,B002,G008
27674,焼肉和牛夫人,東京都江東区潮見１-16-1  サンライト潮見,B003,G008
27675,焼肉わしの 新宿本店,東京都新宿区新宿３-11-11-4F,B005,G008
27676,やきのすけ焼太郎,東京都港区西麻布２‐10‐1 西麻布アジアビル7Ｆ,B004,G016
27677,焼はまぐり 青山八番 too,東京都港区南青山１-10-3 南青山Dビル 1F,B004,G001
27678,焼はまぐりる 大門,東京都港区浜松町１－２８－１３　ｄａｉｍｏｎ　ｅｘII　Ｂ１Ｆ,B004,G001
27679,焼兵衛,東京都東村山市秋津町５‐２５‐１３,B001,G001
27680,やきや 赤羽,東京都北区赤羽１-17-8,B002,G001
27681,薬膳カフェバー蔵,東京都台東区東上野６-6-9 ホステル蔵,B002,G014
27682,薬膳カレー&スープカレーらいもん,東京都台東区雷門１-3-7 ペトリュウス浅草雷門1F,B001,G005
27683,シャナイア,東京都目黒区三田１‐5‐5,B002,G005
27684,薬膳火鍋 薔薇亭,東京都町田市つくし野２-28-11,B004,G004
27685,薬膳火鍋OSHIDORI,東京都港区麻布十番１-8-11 TAKADENビル B1F,B004,G004
27686,薬膳火鍋 OSHIDORI 下北沢店,東京都世田谷区代沢５-32-7 小林ビル　2F,B004,G007
27687,薬膳火鍋しゃぶしゃぶ 小尾羊 巣鴨店,東京都豊島区巣鴨２－4－7,B003,G001
27688,薬膳火鍋専門店 天香回味 銀座店,東京都中央区銀座２‐４‐６　 銀座Ｖｅｌｖｉａ館７Ｆ,B004,G007
27689,薬膳火鍋専門店 天香回味 日本橋 本店,東京都中央区日本橋室町１‐１３‐１,B005,G007
27690,薬膳火鍋専門店 天香回味 赤坂店,東京都港区赤坂５‐１‐１ ＨＫ赤坂ビル４～５Ｆ,B008,G007
27691,薬膳火鍋専門店 天香回味 赤坂別館,東京都港区赤坂５‐１‐１ＨＫ赤坂ビル２～３Ｆ,B004,G007
27692,薬膳火鍋専門店 天香回味 玉川高島屋S.C店,東京都世田谷区玉川３‐１７‐１ 玉川高島屋Ｓ．Ｃ南館１０Ｆ,B005,G007
27693,薬膳火鍋 豚湯 亀戸店,東京都江東区亀戸１-28-7　山田屋ビル2F,B008,G007
27694,薬膳麻辣湯 やっちゃん 田町・三田本店,東京都港区三田３-4-10 リーラヒジリザカ　1Ｆ,B002,G007
27695,薬膳マーラータン 歌舞伎町店,東京都新宿区歌舞伎町２-21-4　三径21ビル1F,B011,G013
27696,薬草カフェ ロワゾブル,東京都品川区小山５-11-13 くすのき1階,,G014
27697,コラボ KollaBo 焼肉 韓国料理 新宿南口店,東京都渋谷区千駄ヶ谷５－２７－５ リンクスクエア新宿 １Ｆ,B003,G008
27698,やぐや,東京都武蔵野市吉祥寺本町２‐８‐９　ルミナス吉祥寺３Ｆ,B003,G002
27699,肉寿司食べ放題 サルーテジャポン 渋谷店,東京都渋谷区道玄坂２－２８－２－４Ｆ,B002,G001
27700,イタリアン&肉バル GB ジービー 立川店,東京都立川市柴崎町３－６－２３　LXビル 6F,B008,G006
27701,N エヌ 六本木店,東京都港区西麻布２-25-23　バルビゾンビル27 14階,B002,G002
27702,夜景個室居酒屋 肉寿司食べ放題 肉丸 渋谷店,東京都渋谷区宇田川町30-4新岩崎ビル3F,B002,G001
27703,夜景個室居酒屋 雅邸 品川,東京都港区港南２－２－１　ミナトビル６F,B003,G001
27704,夜景個室居酒屋 一水 ISSUI 恵比寿本店,東京都渋谷区恵比寿西１-9-3,B002,G001
27705,卓球BAR PINPON ピンポン 西麻布 六本木店,東京都港区西麻布２-25-23 バルビゾンビル27 8F.14F ,B002,G001
27706,デザインミートダイナー MOGU家 新宿東口店,東京都新宿区新宿３‐25‐9　モアビル6F ,B002,G001
27707,レッジャーノ 渋谷店,東京都渋谷区宇田川町30-4　新岩崎ビル3F,B002,G001
27708,シュラスコ&肉寿司食べ放題 Calluna カルーナ 渋谷駅前店,東京都渋谷区道玄坂１-5-5 藤木ビル3階,B002,G001
27709,ラブーン LABOON 渋谷,東京都渋谷区宇田川町２６－１１　白馬ビル４階,B002,G006
27710,夜景ビアガーデン 空の灯 新橋,東京都港区新橋１-4-5　Ｇ-TENビル　7FーB,B003,G001
27711,上野 夜行列車,東京都台東区上野６‐１３‐４　白川ビル１Ｆ,B002,G012
27712,やさい家めい 渋谷ヒカリエ,東京都渋谷区渋谷２－２１－１　渋谷ヒカリエ7F,B010,G004
27713,野菜がおいしいダイニング LONGING HOUSE 北青山,東京都港区北青山２-12-4 VORT青山Leap(旧AuspiceAoyama),B004,G002
27714,やさいcafe Kukuri,東京都文京区白山５-1-１６ 佐野ビル１F,,G014
27715,歌舞伎市場,東京都新宿区歌舞伎町１-13-10　フジビル2F,B003,G003
27716,野菜肉巻き串 焼売 ファンキー原田3 吉祥寺店,東京都武蔵野市吉祥寺南町２-8-7,B003,G001
27717,バンビ酒場,東京都西東京市南町３-２-１２,B002,G001
27718,やさいの王様 用賀店,東京都世田谷区用賀４-10-1 世田谷ビジネススクエア１F　テラス棟１,B003,G001
27719,やさいの王様 銀座店,東京都中央区銀座８-１０-１７銀座サザンビル７Ｆ,B008,G001
27720,まんさん ManSun 池袋西口店,東京都豊島区西池袋３-23-8MARUビル2階,B003,G001
27721,野菜巻き串と肉料理の店 まんさん ManSun 池袋西口,東京都豊島区西池袋３－２３－８ －２Ｆ,B003,G001
27722,野菜巻き串 とらの巻,東京都品川区大井１-53-7,B003,G001
27723,やさい巻き串のお店　炭す、大塚店,東京都豊島区北大塚２-27-2 シューエイト北大塚2F,B002,G001
27724,野菜巻き工房 しゃれとん,東京都杉並区荻窪４-33-16,B002,G001
27725,野菜巻き工房 ばるちか,東京都練馬区豊玉北５-1-1-103,B002,G001
27726,やさい村大地 赤坂田町通り店,東京都港区赤坂３-6-17　ダイムラービル　1F,B008,G017
27727,やさい村 大地 赤坂本店,東京都港区赤坂３－１６－４　DMKビル２F,B008,G017
27728,やさいや 鉄板焼野菜 新宿・歌舞伎町店,東京都新宿区歌舞伎町１‐１５‐１３ 建成産業ビルＢ１Ｆ,B004,G005
27729,やさいや 鉄板焼野菜 六本木店,東京都港区六本木７-１８-８ 岸田ビル１F,B005,G005
27730,やさいや 鉄板焼野菜 赤坂店,東京都港区赤坂３－１１－１４　赤坂ベルゴ１F,B006,G005
27731,やさい家めい レミィ五反田店,東京都品川区東五反田２-1-2　レミィ五反田8Ｆ,B003,G004
27732,やさい家めい 表参道ヒルズ,東京都渋谷区神宮前４-12-10　表参道ヒルズ3F,B004,G004
27733,やじきた道中,東京都八王子市三崎町３－１１　１F,B003,G001
27734,串揚 弥七,東京都渋谷区神宮前３‐４１‐１フラッツ矢野１Ｆ,B003,G001
27735,野趣家,東京都渋谷区神宮前５-５１-８ラ・ポルト 青山ビルB１F,B004,G003
27736,やじろう　日暮里本店,東京都荒川区東日暮里５-51-1 八木沢ビル　１F,B002,G001
27737,日本橋 安兵衛,東京都中央区日本橋本町２‐３‐２,B003,G004
27738,安兵衛 新宿,東京都新宿区西新宿１‐２‐３,B004,G004
27739,安兵衛,東京都板橋区高島平７‐１２‐１,B001,G001
27740,壽山 新宿店,東京都新宿区新宿３-20-5 ニューサンパークビル 6F,B003,G004
27741,やすらぎ亭 さつき,東京都杉並区桃井４-1-4,B002,G001
27742,屋台居酒屋 大阪 満マル 蒲田店,東京都大田区蒲田4-19-3,B002,G001
27743,屋台居酒屋 大阪 満マル 高田馬場店,東京都新宿区東京都新宿区高田馬場3丁目1-4 東栄ビル1F,B002,G001
27744,や台ずし 中村橋駅前町,東京都練馬区貫井１－７－２５　原田ビル,B002,G001
27745,や台ずし 一橋学園駅前町,東京都小平市学園西町２－２－１６,B002,G001
27746,や台ずし ひばりヶ丘駅前町,東京都西東京市ひばりが丘北４－３－４,B002,G001
27747,や台ずし 武蔵新田町,東京都大田区矢口１－２０－４　吉井ビル,B002,G001
27748,屋台ソバ 八幡,東京都江東区富岡１－７－２,B001,G013
27749,屋台鉄板 三寸,東京都葛飾区西亀有３-23-14アクシス西亀有１階,B001,G001
27750,屋台屋 博多劇場 青物横丁,東京都品川区東品川３-24-20　東品川シーサイドコート1Ｆ　1-Ｂ号室,B002,G001
27751,屋台屋 博多劇場 赤羽店,東京都北区赤羽１-2-3　溝端ビル1階,B002,G001
27752,屋台屋 博多劇場 大森店,東京都大田区大森北１-35-1　大西ビル1Ｆ,B002,G001
27753,屋台屋 博多劇場 竹ノ塚店,東京都足立区竹の塚６-16-1　大恵ビル1Ｆ　101号室,B002,G001
27754,屋台屋 博多劇場 西新宿店,東京都新宿区西新宿７-10-10,B002,G001
27755,屋台屋 博多劇場 門前仲町店,東京都江東区富岡１-6-13　明光堂ビル1-2Ｆ,B002,G001
27756,や台や 福生駅西口町,東京都福生市本町136-2 M・C福生ビル1F-B,B002,G001
27757,屋台屋 博多劇場 池袋東口店,東京都豊島区東池袋１-43-5 D-BOXビル 1F,B002,G001
27758,屋台屋 博多劇場 上野広小路店,東京都文京区湯島３-39-10,B002,G001
27759,屋台屋 博多劇場 大井町店,東京都品川区大井１-9-4,B002,G001
27760,屋台屋 博多劇場 錦糸町店,東京都墨田区江東橋２-13-6　宮川ビル1・2F ,B002,G001
27761,屋台屋 博多劇場 五反田店,東京都品川区西五反田２-29-10,B002,G001
27762,屋台屋 博多劇場 渋谷店,東京都渋谷区宇田川町31-1 7F,B002,G001
27763,屋台屋 博多劇場 新橋3号店,東京都港区新橋１-3-14,B002,G001
27764,屋台屋 博多劇場 新橋2号店,東京都港区新橋３-14-3,B002,G001
27765,屋台屋 博多劇場 東陽町店,東京都江東区東陽４－５－９　鈴正第２ビル１・２Ｆ,B002,G001
27766,屋台屋 博多劇場 目黒店,東京都目黒区下目黒１-3-28 1F,B002,G001
27767,やっこ寿司,東京都新宿区下宮比町東京都新宿区下宮比町２-７　西欧ビル１Ｆ,B004,G004
27768,やっちゃbar,東京都足立区千住２－５２　１Ｆ,B004,G001
27769,やっちょっど,東京都港区赤坂４‐３‐１１ 高嶋ビル１１　Ｂ１,B003,G001
27770,八ッ花,東京都中央区日本橋２-10-2,B006,G004
27771,やっぱりカレーは金曜日だよね,東京都千代田区九段北４-1-35　グラックス市ヶ谷一口坂102号,B010,G005
27772,やっぱりステーキ 神田店,東京都千代田区鍛冶町２-3-14 フェリスビルB1,B001,G005
27773,やっぱりステーキ 門前仲町店,東京都江東区富岡１-22-28 田辺ビル,B001,G005
27774,やどかり,東京都世田谷区宮坂３‐12‐４　ドム経堂２０３B,B002,G002
27775,おにぎり 浅草 宿六,東京都台東区浅草３‐９‐１０,B001,G004
27776,谷中茶寮アンとミツ 1949,東京都荒川区西日暮里３－１４－７,,G014
27777,谷中 TENSUKE CAFE,東京都台東区谷中３丁目１３－５  ２F,,G014
27778,柳,東京都荒川区西日暮里２-１９-８　３F,B003,G017
27779,柳寿司,東京都豊島区西池袋１-18-1　五光ビル1、2、3階,B008,G004
27780,そば処 柳家,東京都墨田区東駒形４－２－１,B001,G004
27781,柳屋銀次郎,東京都新宿区西早稲田２-4-25,B010,G013
27782,やなせ庭,東京都板橋区成増２-21-5　ヤナセビルB1F,B002,G016
27783,YANEURA by Tiered ヤネウラバイティアード,東京都渋谷区宇田川町26-11 白馬ビル6F,B003,G002
27784,谷根千 az cafe,東京都文京区千駄木３丁目４０ー１７,,G014
27785,矢野口大衆バル やのけん,東京都稲城市矢野口364-3　コーポ稲城 1F,B002,G002
27786,矢の根寿司 ロイヤルパークホテル店,東京都中央区日本橋蛎殻町２－１－１　ロイヤルパークホテル地下１階,B006,G004
27787,八幡鮨,東京都新宿区西早稲田３‐１‐１,B005,G004
27788,矢場とん 東京駅グランルーフ店,東京都千代田区丸の内１-9-1　グランルーフ地下1階,B001,G003
27789,矢場とん 東京銀座店,東京都中央区銀座２-11-2 銀座大作ビル,B001,G003
27790,漁師が目利きの海鮮酒場 やひろ丸 新橋港,東京都港区新橋３-８-５　ル・グラシエルBLDG.13 ２階,B003,G001
27791,やぶそば,東京都墨田区緑１-20-11,B002,G004
27792,弥兵衛,東京都新宿区新宿３-8-5,B002,G001
27793,谷保 ゆずの助,東京都国立市富士見台１-１７-１５ エルパセオビル２階　,B002,G001
27794,山芋の多い料理店 麻布十番,東京都港区麻布十番１-4-8 マドモアゼルビル1F,B008,G001
27795,山芋の多い料理店 西葛西,東京都江戸川区西葛西６-18-3 KIRAKUビル　B1,B003,G001
27796,山内農場 池袋西口駅前店,東京都豊島区西池袋１－３６－８　ロマンスビル ２Ｆ,B003,G001
27797,山内農場 上野中央通り店,東京都台東区上野２－７－１２　鈴本ビル ５Ｆ,B003,G001
27798,山内農場 大塚南口駅前店,東京都豊島区南大塚３-55-3　光伸遠藤ビル 6階,B003,G001
27799,山内農場 茅場町駅前店,東京都中央区新川１－２－１４　新川一丁目ビル Ｂ1Ｆ,B003,G001
27800,山内農場 錦糸町南口駅前店,東京都墨田区江東橋３-８-７ 錦糸町駅前プラザビル ５F,B003,G001
27801,山内農場 駒沢大学駅前店,東京都世田谷区駒沢２-１-３ 伊東ビル１F,B003,G001
27802,山内農場 品川港南口駅前店,東京都港区港南２－６－７ 品川ビル３Ｆ,B003,G001
27803,山内農場 篠崎北口駅前店,東京都江戸川区篠崎町７－２９－２ プラチナＫＯＤＡヒルズ ３Ｆ,B003,G001
27804,山内農場 渋谷センター街店,東京都渋谷区宇田川町３２-１５ ヒューリック渋谷センター街 Ｂ２Ｆ,B003,G001
27805,山内農場 渋谷南口駅前店,東京都渋谷区道玄坂１－７－１　第１渋観ビル４階,B003,G001
27806,山内農場 新宿 歌舞伎町セントラルロード店,東京都新宿区歌舞伎町１-17-12　第1浅川ビル 5階,B003,G001
27807,山内農場 新宿西口駅前店,東京都新宿区西新宿１－１５－２　第５オムニクスビル４階,B003,G001
27808,山内農場 巣鴨北口駅前店,東京都豊島区巣鴨２－５－２　都ビル ３Ｆ,B003,G001
27809,山内農場 千駄ヶ谷１丁目店,東京都渋谷区千駄ヶ谷１－５－３　ピジョン　１F,B003,G001
27810,山内農場 大門 浜松町店,東京都港区浜松町２-１-２０ SVAX大門ビルディング７F,B003,G001
27811,山内農場 多摩センター南口駅前店,東京都多摩市落合１－３９－２ マグレブビル ４Ｆ,B003,G001
27812,山内農場 田町三田口駅前店,東京都港区芝５‐３１‐２４勝文館共同ビル６Ｆ,B003,G001
27813,山内農場 千歳烏山北口駅前店,東京都世田谷区南烏山４－１２－７ クレアビル ４階,B003,G001
27814,山内農場 調布南口駅前店,東京都調布市布田４－２－３ ガイア調布２ ５F,B003,G001
27815,山内農場 東京 豊田北口駅前店,東京都日野市多摩平１－１ ファミーユ京王３F,B003,G001
27816,山内農場 中野坂上駅前店,東京都中野区本町２－４６－４　中野坂上サンブライトアネックス　２階,B003,G001
27817,山内農場 日暮里東口駅前店,東京都荒川区東日暮里５－５１－１２　日暮里安永ビル ７Ｆ,B003,G001
27818,山内農場 東小金井北口駅前店,東京都小金井市梶野町５－２－３６　モーゼビル　２階,B003,G001
27819,山内農場 ひばりヶ丘北口駅前店,東京都西東京市ひばりが丘北３-３-５２ Ponte Felice ３F,B003,G001
27820,山内農場 日比谷駅前店,東京都千代田区有楽町１－６－１　第二日比谷ビル ５Ｆ,B003,G001
27821,山内農場 三鷹北口駅前店,東京都武蔵野市中町１-１４-１１　西武プラザビル５Ｆ,B003,G001
27822,山内農場 南町田グランベリーパーク口駅前店,東京都町田市鶴間３－２－２　アーベイン細野　１階,B003,G001
27823,山内農場 武蔵小山東口駅前店,東京都品川区小山３－２１－１０　ARK21ビル　３Ｆ,B003,G001
27824,ラーメン山岡家 瑞穂店,東京都西多摩郡瑞穂町大字武蔵２０５－１,B001,G013
27825,やまかし 国分寺店,東京都国分寺市本町２丁目3-7NFビル,B003,G001
27826,やまかし 八王子店,東京都八王子市三崎町3-8琥珀ビル１F,B003,G001
27827,やまがた 舟唄,東京都渋谷区道玄坂１-11-4,B008,G001
27828,やまがた 本店,東京都渋谷区道玄坂１‐６‐５,B002,G001
27829,牛べえ 麻布十番本店,東京都港区麻布十番２-1-8 グランドメゾン十番館 ２F,B008,G008
27830,山形牛専門焼肉と韓国料理 牛べえ 浜松町店,東京都港区浜松町２-6-4 丸徳ビル 3F,B003,G008
27831,山形牛焼肉と韓国料理 両班 新大久保店,東京都新宿区大久保１-11-1 朝日ビル1階 ,B002,G017
27832,山形蕎麦茶寮 月の山,東京都渋谷区代々木１-25-5　BIZSMART代々木1F ,B003,G001
27833,山形料理と地酒 こあら,東京都中野区本町３-１１-９　一階,B008,G001
27834,山形料理と地酒 まら,東京都杉並区高円寺南４-３０-８ サウスコア １F,B008,G001
27835,やまかわ 浜松町,東京都港区浜松町２‐１‐１１　芝ＦＴビル１Ｆ,B004,G004
27836,山喜多 武蔵新田店,東京都大田区矢口１-16-3,B002,G001
27837,山くじら すき焼 ももんじや,東京都墨田区両国１‐１０‐２,B005,G004
27838,山げたん,東京都墨田区東向島５-3-3 東向島ステーションプラザ205,B002,G017
27839,山小屋 西池袋,東京都豊島区西池袋１-2-3,B002,G016
27840,山小舎,東京都八王子市東中野280-8,B001,G004
27841,山猿,東京都品川区西五反田５－１２－３ 不動前駅前TQビル１階,B003,G001
27842,山さん,東京都千代田区神田富山町30番地2吉田ビルB1,B002,G001
27843,やま志太,東京都杉並区上荻１-17-7  第5田丸ビルB1,B008,G004
27844,山下家,東京都練馬区栄町21-10 1F,B008,G001
27845,中国四川料理 山城,東京都立川市柴崎町２‐４‐１６　ビジネスホテルほまれ２Ｆ,B001,G007
27846,山城屋庄藏,東京都渋谷区道玄坂２－６－４　２Ｆ,B004,G004
27847,やま田,東京都中央区日本橋人形町１-9-2　富士ビルB1F,B005,G004
27848,山田うどん 青梅新町店,東京都青梅市新町７－６－１,B001,G004
27849,山田五郎邸のごりょんさん 西麻布,東京都港区西麻布２－２０－１,B008,G001
27850,山田寿司,東京都品川区大井１‐５３‐６,B004,G004
27851,ヤマタニ餃子店 祖師ヶ谷大蔵店,東京都世田谷区砧６-36-6 FLAPビル1F,B001,G001
27852,ヤマダモンゴル 神田北口店,東京都千代田区鍛冶町２－１１－２２,B003,G008
27853,ヤマダモンゴル 市ヶ谷店,東京都新宿区市谷田町１-1　染谷ビル1F,B008,G008
